date,max_temperature,avg_temperature,avg_hourly_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_visibility,min_visibility,max_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2016-08-17,22.1,18.95,18.72,15.8,26,,88,76.2,67,15.4,14.4,13,34,25.25,13,44,30,102,101.77,101.5,101.89,101.71,101.47,48300,48300,48300,2.8,1.7,1,0,0.9,13.9,8.9,0,0,0,0,06:07:00,20:25:00,14.3,6.12,20.42,7,7,23,23,15,15,,,,,5,0.5,0,,,
2016-08-16,23.2,18.95,18.9,14.7,27,,90,77.6,60,15.9,14.8,13.2,23,13.08,2,,,102,101.84,101.7,101.91,101.78,101.63,48300,48300,48300,3,1.8,1.1,0,0.9,13.9,8.9,0,0,0,0,06:06:00,20:27:00,14.35,6.1,20.45,8,8,22,23,14,14,,,,,7,2.2,0,,,
2016-08-15,22.6,18.75,19.03,14.9,27,,92,78,64,16.9,15.1,13.6,16,10.33,4,,,101.9,101.78,101.7,101.83,101.71,101.59,48300,48300,48300,2.9,1.8,1,0,0.8,13.8,8.8,0,0,0,0,06:05:00,20:29:00,14.4,6.08,20.48,7,8,24,24,14,14,,,,,2,0.9,0,,,
2016-08-14,22.5,19.45,19.59,16.4,26,,88,73,56,15.7,14.6,13,31,16.83,3,41,30,101.7,101.57,101.4,101.6,101.51,101.36,48300,48300,48300,2.2,1.5,1,0,1.4,14.4,9.4,0,0,0,0,06:03:00,20:31:00,14.47,6.05,20.52,7,7,23,23,14,14,,,,,4,1.8,1,,,
2016-08-13,23.9,20.29,20.26,16.7,29,,94,79.5,64,17.1,16.5,15.9,25,14.08,5,,,101.7,101.55,101.4,101.61,101.48,101.34,48300,48300,48300,3.7,1.9,1,0,2.3,15.3,10.3,0,0,0,0,06:02:00,20:33:00,14.52,6.03,20.55,8,8,24,24,15,15,,,,,8,4.1,1,,,
2016-08-12,24.4,19.35,19.75,14.3,29,,96,80.8,63,17.2,16.3,14.8,28,14.08,4,33,30,102,101.82,101.6,101.94,101.75,101.5,48300,48300,48300,2.9,1.7,1,0,1.4,14.3,9.3,0,0,0,0,06:00:00,20:34:00,14.57,6,20.57,7,7,25,25,16,16,,,,,7,2.5,0,,,
2016-08-11,22.4,18.04,18.79,13.7,26,,92,80,68,16.1,15.2,11.7,32,19.5,3,37,29,102.1,101.96,101.8,102.06,101.9,101.74,48300,48300,48300,2.6,1.5,1,0,0,13,8,0,0,0,0,05:59:00,20:36:00,14.62,5.98,20.6,7,7,23,23,15,15,,,,,2,0.7,0,,,
2016-08-10,22.2,19.14,18.6,16.1,26,,89,79.4,67,16.2,14.9,13.4,17,9.08,2,32,22,101.9,101.82,101.7,101.86,101.76,101.6,48300,33850,24100,2.2,1.5,1,0,1.1,14.1,9.1,0,0,0,0,05:58:00,20:38:00,14.67,5.97,20.63,6,7,22,23,14,14,,,,,8,4.8,0,,,
2016-08-09,19.5,17.3,17.2,15.1,,,96,84.5,70,15.8,14.5,13.5,14,9.88,2,,,101.7,101.56,101.4,101.61,101.5,101.37,32200,18995.8,2400,2.2,1.7,1,0.7,0,12.3,7.3,4.8,4.8,0,0,05:56:00,20:40:00,14.73,5.93,20.67,4,4,20,20,15,16,,,,,8,7.2,6,,,
2016-08-08,20.9,16.75,16.56,12.6,23,,91,81.2,66,15.2,13.3,11.1,17,11.33,3,37,19,101.5,101.45,101.3,101.44,101.37,101.27,48300,31116.7,19300,2.7,1.8,1.1,1.2,0,11.8,6.8,0,0,0,0,05:55:00,20:41:00,14.77,5.92,20.68,5,6,20,20,15,15,,,,,8,5.5,2,,,
2016-08-07,21.2,17.45,17.04,13.7,23,,92,73.7,54,13.3,12.1,10.6,19,10.29,1,30,14,101.4,101.28,101.2,101.31,101.21,101.13,32200,30512.5,24100,2.2,1.7,1,0.6,0,12.4,7.5,0,0,0,0,05:53:00,20:43:00,14.83,5.88,20.72,5,6,20,20,13,13,,,,,8,6.3,2,,,
2016-08-06,20.7,16.45,16.16,12.2,22,,90,73.7,57,12.7,11.3,10.4,27,14.17,4,35,11,101.5,101.4,101.2,101.47,101.34,101.18,48300,34875,24100,2.7,1.8,1,1.6,0,11.4,6.5,0,0,0,0,05:52:00,20:45:00,14.88,5.87,20.75,7,7,21,21,14,14,,,,,7,4.8,0,,,
2016-08-05,21.8,18.55,17.92,15.3,25,,84,72.4,53,14.5,12.8,10.9,30,15.62,3,41,29,101.3,101.28,101.2,101.28,101.21,101.14,48300,44604.2,24100,2.6,1.9,1,0,0.6,13.6,8.6,0,0,0,0,05:51:00,20:46:00,14.92,5.85,20.77,8,8,22,22,14,14,,,,,7,1,0,,,
2016-08-04,22.4,17.29,17.99,12.2,26,,95,79.9,64,15.7,14.4,12.1,23,10.79,2,,,102.2,101.78,101.3,102.11,101.72,101.23,48300,37887.5,24100,3.2,1.9,1,0.7,0,12.3,7.3,0,0,0,0,05:49:00,20:48:00,14.98,5.82,20.8,8,8,22,22,15,15,,,,,5,1.3,0,,,
2016-08-03,21.2,17.64,16.84,14.1,25,,95,81.4,65,14.2,13.6,13,16,9,0,,,102.6,102.4,102.2,102.51,102.33,102.12,32200,24325,4800,2.7,1.6,1.1,0.4,0,12.6,7.6,1.8,1.8,0,0,05:48:00,20:49:00,15.02,5.8,20.82,5,8,20,21,14,14,,,,,8,5.5,0,,,
2016-08-02,17.6,16.05,15.7,14.5,,,87,79.9,71,13.5,12.3,11,28,15.29,2,35,10,102.2,101.92,101.6,102.17,101.85,101.51,32200,27475,24100,2.1,1.4,1.1,2,0,11.1,6,0.6,0.6,0,0,05:46:00,20:51:00,15.08,5.77,20.85,3,3,17,17,13,14,,,,,8,7.4,3,,,
2016-08-01,22.9,17.79,18.63,12.7,26,,90,71.2,47,16.6,13.2,10.9,18,10.79,3,35,22,101.9,101.72,101.5,101.81,101.64,101.43,48300,47629.2,32200,3,2.1,1,0.2,0,12.8,7.8,0,0,0,0,05:45:00,20:53:00,15.13,5.75,20.88,8,8,21,22,14,14,,,,,6,1.4,0,,,
2016-07-31,21.2,17.89,17.22,14.6,24,,84,72.2,58,13,12.2,11.4,25,13.38,3,39,29,101.9,101.66,101.3,101.79,101.6,101.26,48300,43266.7,32200,2.3,1.6,1.1,0.1,0,12.9,7.9,0,0,0,0,05:44:00,20:54:00,15.17,5.73,20.9,8,8,21,21,15,15,,,,,8,3.9,0,,,
2016-07-30,21.6,18.1,17.85,14.6,24,,85,70.1,50,13.6,12.2,10.2,40,25.12,10,57,29,101.4,101.3,101.1,101.36,101.23,101.08,48300,39908.3,24100,2.7,1.7,1,0,0.1,13.1,8.1,0,0,0,0,05:42:00,20:55:00,15.22,5.7,20.92,8,8,23,23,15,15,,,,,4,1,0,,,
2016-07-29,23.7,20.6,19.98,17.5,28,,90,77.3,64,16.7,15.8,13.2,38,25.88,16,52,28,101.6,101.41,101.1,101.58,101.37,101.07,48300,46620.8,24100,3,1.6,1,0,2.6,15.6,10.6,0,0,0,0,05:41:00,20:57:00,15.27,5.68,20.95,8,8,24,24,17,17,,,,,0,0,0,,,
2016-07-28,23.8,20.3,20.45,16.8,29,,90,78.8,69,17.8,16.6,15.1,30,20.46,8,39,29,102.1,101.85,101.6,102,101.78,101.51,48300,48300,48300,2.9,1.6,1,0,2.3,15.3,10.3,0,0,0,0,05:40:00,20:58:00,15.3,5.67,20.97,8,8,25,25,18,18,,,,,1,0.1,0,,,
2016-07-27,24.3,19.64,20.03,15,30,,88,77.8,66,18,16,12.8,26,15.38,3,33,28,102.1,101.93,101.7,102.01,101.86,101.68,48300,46620.8,24100,3.1,1.7,1,0,1.6,14.6,9.6,0,0,0,0,05:38:00,21:00:00,15.37,5.63,21,8,8,24,24,17,17,,,,,6,0.7,0,,,
2016-07-26,22.3,18.5,18.69,14.7,27,,88,77.4,65,17.6,14.7,12.8,22,14.54,8,33,21,102.1,101.92,101.7,102.01,101.86,101.67,48300,40241.7,24100,2.7,1.9,1.2,0,0.5,13.5,8.5,0,0,0,0,05:37:00,21:01:00,15.4,5.62,21.02,7,8,23,23,17,17,,,,,5,1.2,0,,,
2016-07-25,23.8,19.45,20.08,15.1,30,,84,77,69,18.8,16,13.1,19,10.54,1,33,21,101.8,101.7,101.6,101.78,101.64,101.53,48300,44275,32200,3.2,2.2,1.1,0,1.4,14.4,9.4,0,0,0,0,05:36:00,21:02:00,15.43,5.6,21.03,8,8,24,24,17,17,,,,,7,4.5,0,,,
2016-07-24,22.6,18.55,18.92,14.5,26,,87,71.3,58,15.9,13.6,11.4,13,9.21,4,,,102.2,101.92,101.6,102.14,101.85,101.56,48300,47629.2,32200,3,2.1,1,0,0.6,13.6,8.6,0,0,0,0,05:35:00,21:04:00,15.48,5.58,21.07,9,9,23,23,16,16,,,,,7,1.2,0,,,
2016-07-23,21.4,17.45,17.79,13.5,25,,86,72.9,59,15.3,12.8,10.9,23,13.29,8,35,21,102.5,102.37,102.2,102.41,102.3,102.16,48300,46287.5,32200,3,1.7,1,0.6,0,12.4,7.5,0,0,0,0,05:33:00,21:05:00,15.53,5.55,21.08,8,8,22,22,15,15,,,,,4,2.1,0,,,
2016-07-22,24.1,19.95,19.38,15.8,26,,83,67.5,48,14.4,13.1,11.9,29,18.04,9,43,11,102.4,102.13,101.7,102.32,102.06,101.65,48300,44945.8,32200,2.6,1.8,1.3,0,2,14.9,9.9,0,0,0,0,05:32:00,21:06:00,15.57,5.53,21.1,6,7,24,24,15,15,,,,,8,6.1,2,,,
2016-07-21,24.3,18.5,19.65,12.7,29,,87,74.2,60,17.5,14.9,12,22,12.38,2,,,101.9,101.76,101.5,101.82,101.69,101.48,48300,48300,48300,2.8,2,1,0,0.5,13.5,8.5,0,0,0,0,05:31:00,21:07:00,15.6,5.52,21.12,7,7,24,24,16,16,,,,,7,2,0,,,
2016-07-20,23.6,20.05,19.52,16.5,27,,88,73,55,16,14.5,13.5,16,12.21,7,37,19,102.1,101.93,101.8,102,101.87,101.76,48300,44275,32200,2.5,1.7,1,0,2,15.1,10.1,0,0,0,0,05:30:00,21:08:00,15.63,5.5,21.13,6,7,23,23,15,16,,,,,8,3.9,0,,,
2016-07-19,22.8,19.55,18.74,16.3,26,,87,74.2,55,14.8,14,12.4,19,12.88,5,35,20,101.9,101.83,101.7,101.88,101.76,101.6,48300,32850,24100,2.2,1.5,1,0,1.6,14.6,9.6,0,0,0,0,05:28:00,21:09:00,15.68,5.47,21.15,4,6,21,22,16,16,,,,,8,6,2,,,
2016-07-18,23.7,19.45,19.43,15.2,29,,90,76,58,18,15.1,13.1,28,15.29,4,41,19,101.7,101.43,101.3,101.61,101.37,101.26,32200,31862.5,24100,3.1,1.8,1,0,1.4,14.4,9.4,0,0,0,0,05:27:00,21:10:00,15.72,5.45,21.17,7,7,21,21,16,16,,,,,8,5.2,1,,,
2016-07-17,22.6,17.7,18.86,12.8,27,,96,80.8,68,17,15.5,13.6,15,8.33,2,,,101.6,101.45,101.3,101.55,101.38,101.21,48300,32179.2,24100,2.6,1.8,1,0.3,0,12.7,7.7,0,0,0,0,05:26:00,21:11:00,15.75,5.43,21.18,7,7,22,22,17,17,,,,,8,6.2,4,,,
2016-07-16,20.7,18.2,17.88,15.7,24,,91,79.2,64,15.8,14.2,13.5,18,10.46,3,,,101.9,101.73,101.6,101.79,101.67,101.54,32200,26125,24100,2.4,1.6,1,0,0.2,13.2,8.2,0,0,0,0,05:25:00,21:12:00,15.78,5.42,21.2,6,6,21,21,16,16,,,,,8,6.6,3,,,
2016-07-15,21.4,17.25,17.37,13.1,24,,88,74.8,55,14.5,12.7,11.4,20,11.17,4,35,19,102.1,102,101.8,102.05,101.93,101.71,48300,38908.3,32200,2.1,1.5,1,0.8,0,12.2,7.2,0,0,0,0,05:24:00,21:13:00,15.82,5.4,21.22,6,7,21,21,15,15,,,,,8,5.2,2,,,
2016-07-14,21,17.3,16.97,13.6,24,,87,76.7,68,14.9,12.8,11.5,28,13.29,4,50,27,102.4,102.29,102.1,102.32,102.23,102.07,48300,48300,48300,2.2,1.5,1,0.7,0,12.3,7.3,0.8,0.8,0,0,05:23:00,21:14:00,15.85,5.38,21.23,7,8,20,21,15,15,,,,,8,4.1,0,,,
2016-07-13,20.7,17.85,17.49,15,24,,96,79.5,62,15.5,13.8,12.3,15,9.62,2,33,22,102.4,102.29,102,102.38,102.23,101.92,48300,34866.7,16100,2.3,1.6,1,0.1,0,12.8,7.8,7.8,7.8,0,0,05:22:00,21:15:00,15.88,5.37,21.25,6,7,21,21,14,14,,,,,8,4.5,0,,,
2016-07-12,22.2,18.64,17.85,15.1,25,,90,76,55,15.4,13.5,11.5,13,7.83,3,,,102,101.65,101.4,101.91,101.59,101.36,48300,37220.8,24100,2.4,1.6,1,0,0.6,13.6,8.6,1.2,1.2,0,0,05:21:00,21:16:00,15.92,5.35,21.27,4,6,21,21,15,15,,,,,8,7.4,5,,,
2016-07-11,21.3,17.64,16.53,14,22,,88,72.8,57,13.9,11.5,10.3,28,16.46,3,33,11,101.9,101.71,101.5,101.79,101.65,101.43,48300,35541.7,24100,2.1,1.5,1.1,0.4,0,12.6,7.6,0.8,0.8,0,0,05:20:00,21:16:00,15.93,5.33,21.27,5,5,19,19,15,15,,,,,8,7.3,6,,,
2016-07-10,21.4,17.04,17.66,12.7,24,,87,72.5,58,14.7,12.6,10.4,20,11.71,3,32,19,101.7,101.6,101.5,101.61,101.52,101.46,48300,42262.5,32200,2.4,1.6,1,1,0,12,7,0,0,0,0,05:19:00,21:17:00,15.97,5.32,21.28,7,7,21,21,14,14,,,,,8,5.7,3,,,
2016-07-09,20.8,17.35,16.75,13.9,22,,96,75.8,49,13.7,12.2,9.6,22,13.62,3,35,12,101.6,101.41,101,101.53,101.35,100.94,48300,28308.3,6400,2,1.4,1,0.6,0,12.3,7.3,20,20,0,0,05:18:00,21:18:00,16,5.3,21.3,7,7,18,19,13,13,,,,,8,7.5,6,,,
2016-07-08,20.4,17.79,17.62,15.2,23,,92,77.9,62,14.5,13.7,12.5,17,10.92,2,,,101.2,101.09,100.9,101.17,101.02,100.87,32200,27212.5,19300,1.8,1.2,1,0.2,0,12.8,7.8,0,0,0,0,05:17:00,21:18:00,16.02,5.28,21.3,3,3,18,18,14,14,,,,,8,7.5,7,,,
2016-07-07,17.7,16.45,15.8,15.2,,,93,85.3,70,15.2,13.3,10.7,27,15.62,9,,,101.4,101.24,101,101.34,101.18,100.98,48300,27220.8,11300,2.2,1.5,1,1.6,0,11.4,6.5,2.6,,,0,05:16:00,21:19:00,16.05,5.27,21.32,,,17,17,15,15,,,,,8,8,7,,,
2016-07-06,21.3,16.7,16.88,12.1,24,,93,72.7,47,14,11.8,8.3,22,11,1,33,21,101.9,101.72,101.4,101.8,101.66,101.38,48300,36545.8,24100,2.4,1.6,1,1.3,0,11.7,6.7,0,0,0,0,05:15:00,21:20:00,16.08,5.25,21.33,8,8,22,22,15,15,,,,,8,5.4,1,,,
2016-07-05,18.4,15.85,15.45,13.3,,,90,79.8,68,13,11.9,11.1,20,12.83,7,37,27,101.9,101.83,101.8,101.87,101.77,101.7,32200,26125,24100,1.9,1.5,1,2.1,0,10.8,5.8,0.8,0.8,0,0,05:14:00,21:20:00,16.1,5.23,21.33,3,3,19,19,12,13,,,,,8,7.2,1,,,
2016-07-04,20.8,17.39,17.21,14,22,,87,72,52,13.3,12,9.8,27,13.29,3,37,28,101.9,101.85,101.8,101.87,101.79,101.7,32200,29162.5,24100,2.6,1.4,1.1,0.6,0,12.4,7.4,1.2,1.2,0,0,05:14:00,21:20:00,16.1,5.23,21.33,6,7,20,20,14,14,,,,,8,7.1,6,,,
2016-07-03,20.6,17.89,17.9,15.2,22,,82,66,48,13.7,11.4,8.9,44,21.12,3,65,26,102,101.83,101.5,101.9,101.75,101.42,48300,42258.3,24100,4.3,1.6,1.1,0.1,0,12.9,7.9,0,0,0,0,05:13:00,21:21:00,16.13,5.22,21.35,7,7,21,21,14,14,,,,,8,4.8,2,,,
2016-07-02,23.5,19.35,18.77,15.2,26,,91,70.7,54,14.6,13.2,10.5,28,14.17,2,43,14,101.7,101.61,101.5,101.64,101.53,101.4,48300,42933.3,32200,2.1,1.5,1,0,1.4,14.3,9.3,0,0,0,0,05:12:00,21:21:00,16.15,5.2,21.35,7,8,23,23,15,15,,,,,8,6.4,3,,,
2016-07-01,20.7,17,16.34,13.3,23,,85,74,62,13.9,11.7,9.4,23,14.75,3,32,11,102,101.9,101.7,101.97,101.84,101.68,48300,37691.7,19300,1.8,1.4,1,1,0,12,7,0.2,0.2,0,0,05:12:00,21:21:00,16.15,5.2,21.35,7,7,19,19,15,16,,,,,8,6.5,0,,,
2016-06-30,21.5,17.05,16.85,12.6,25,,85,74.1,61,14.6,12.2,10.4,23,15.21,9,39,20,102.3,102.12,101.9,102.25,102.06,101.86,48300,42933.3,32200,2.4,1.7,1,0.9,0,12.1,7,0,0,0,0,05:11:00,21:22:00,16.18,5.18,21.37,8,8,23,23,14,14,,,,,8,5.2,0,,,
2016-06-29,23.6,18.39,17.73,13.2,28,,92,76.1,57,16.6,13.3,11.1,25,15.25,8,39,11,102.2,102.05,101.9,102.14,101.98,101.83,48300,44275,32200,2.6,1.7,1,0,0.4,13.4,8.4,0,0,0,0,05:10:00,21:22:00,16.2,5.17,21.37,8,8,21,24,14,16,,,,,2,0.4,0,,,
2016-06-28,22.5,17.85,17.94,13.2,26,,90,76.9,63,16.1,13.8,11.9,18,13.04,7,32,22,102.3,102.08,101.9,102.2,102.01,101.81,48300,48300,48300,3.2,2,1.1,0.1,0,12.8,7.8,0,0,0,0,05:10:00,21:22:00,16.2,5.17,21.37,8,8,23,23,15,15,,,,,2,0.4,0,,,
2016-06-27,24.4,19,19.67,13.6,29,,89,73.4,56,16.7,14.7,12.2,20,9.42,1,,,102.1,102,101.9,102.05,101.94,101.81,48300,46287.5,32200,3.5,2.2,1,0,1,14,9,0,0,0,0,05:09:00,21:22:00,16.22,5.15,21.37,7,7,23,25,15,16,,,,,7,2.9,0,,,
2016-06-26,22.8,16.8,17.55,10.8,27,,89,79.8,65,16,14,9.9,23,13.38,1,32,28,102.5,102.25,101.9,102.4,102.18,101.88,48300,47291.7,24100,2.6,1.6,1,1.2,0,11.8,6.8,0,0,0,0,05:09:00,21:22:00,16.22,5.15,21.37,8,8,23,23,15,15,,,,,6,1.4,0,,,
2016-06-25,19.4,16.25,15.83,13.1,,,86,77.4,67,13.6,11.9,10.8,18,11.96,2,32,23,102.6,102.47,102.3,102.51,102.4,102.27,48300,36879.2,24100,2.7,1.7,1.1,1.8,0,11.2,6.2,0.2,0.2,0,0,05:08:00,21:22:00,16.23,5.13,21.37,6,6,19,19,13,14,,,,,8,5.2,0,,,
2016-06-24,19.3,15.8,15.22,12.3,,,88,76.4,62,11.8,11,10.3,21,13.12,5,30,22,102.4,102.12,101.7,102.35,102.04,101.64,32200,28487.5,24100,1.9,1.6,1.2,2.2,0,10.8,5.8,0,0,0,0,05:08:00,21:22:00,16.23,5.13,21.37,3,6,18,19,13,13,,,,,8,7.8,6,,,
2016-06-23,20.1,16.25,15.17,12.4,,,96,83.7,65,14,12.4,10.6,22,14.62,4,32,12,101.7,101.5,101.4,101.61,101.44,101.32,32200,22916.7,4000,2.2,1.8,1.3,1.8,0,11.2,6.2,12.6,12.6,0,0,05:08:00,21:22:00,16.23,5.13,21.37,3,3,17,17,13,13,,,,,8,7.3,4,,,
2016-06-22,20.7,16.8,15.94,12.9,23,,92,78.8,53,14,12.2,9.6,22,12.38,5,32,21,102,101.76,101.4,101.97,101.69,101.32,48300,30770.8,19300,2.6,1.9,1,1.2,0,11.8,6.8,1.4,1.4,0,0,05:07:00,21:22:00,16.25,5.12,21.37,3,6,18,18,13,13,,,,,8,7.8,5,,,
2016-06-21,20.4,16.75,16.33,13.1,,,85,71.8,58,12.8,11.1,10.1,25,17.79,7,37,13,102.6,102.29,102,102.49,102.22,101.92,48300,34204.2,24100,2.4,1.8,1.2,1.2,0,11.8,6.8,0,0,0,0,05:07:00,21:22:00,16.25,5.12,21.37,4,7,20,21,13,13,,,,,8,7,4,,,
2016-06-20,20.8,15.2,15.97,9.6,24,,95,79.2,62,15.2,12.3,8.9,21,10.79,2,35,18,102.4,102.13,101.9,102.34,102.07,101.88,48300,40920.8,32200,2.2,1.6,1,2.8,0,10.2,5.2,0,0,0,0,05:07:00,21:22:00,16.25,5.12,21.37,7,7,22,22,13,13,,,,,7,5.2,1,,,
2016-06-19,18,14.85,14.01,11.7,,,93,83,68,12.5,11.1,9.8,22,13.5,3,,,103,102.8,102.5,102.95,102.73,102.4,48300,29700,12900,2.3,1.7,1.3,3.1,0,9.8,4.8,0.2,0.2,0,0,05:07:00,21:21:00,16.23,5.12,21.35,3,4,18,18,12,12,,,,,8,5.6,1,,,
2016-06-18,15.9,14.1,13.06,12.3,,,94,88.2,67,11.8,11.1,9,18,10.71,5,35,18,102.7,102.08,101.8,102.59,102.01,101.69,48300,25608.3,16100,2.3,1.9,1.3,3.9,0,9.1,4.1,13.6,13.6,0,0,05:07:00,21:21:00,16.23,5.12,21.35,3,3,16,16,11,12,,,,,8,8,7,,,
2016-06-17,20.3,14.6,15.6,8.9,,,80,66.2,52,12.5,9.3,6.5,28,15.29,1,41,25,102.3,102.02,101.7,102.19,101.95,101.64,48300,47629.2,32200,2.6,1.9,1,3.4,0,9.6,4.6,0,0,0,0,05:07:00,21:21:00,16.23,5.12,21.35,6,6,19,21,12,12,,,,,8,3,0,,,
2016-06-16,17.3,12.65,13.43,8,,,86,70,55,10,8,5.2,18,10.79,5,32,19,102.1,101.78,101.4,102.06,101.72,101.35,48300,46958.3,32200,2.4,1.9,1,5.3,0,7.7,2.6,0,0,0,0,05:06:00,21:20:00,16.23,5.1,21.33,5,6,17,17,10,11,,,,,8,5.6,0,,,
2016-06-15,15.5,11.85,11.7,8.2,,,89,74,55,8.6,7.1,5.7,18,12.67,3,30,15,101.5,101.41,101.3,101.4,101.34,101.25,48300,36883.3,24100,2.5,2,1.3,6.2,0,6.8,1.8,2.4,2.4,0,0,05:06:00,21:20:00,16.23,5.1,21.33,4,5,16,16,9,10,,,,,8,4.3,0,,,
2016-06-14,14.2,11.75,11.41,9.3,,,87,75.9,66,9.7,7.3,5.8,27,16.33,10,39,15,101.4,101.22,101.1,101.31,101.16,101.04,32200,27812.5,24100,2.2,1.8,1.5,6.2,0,6.8,1.8,5.8,5.8,0,0,05:07:00,21:19:00,16.2,5.12,21.32,3,5,13,14,10,10,,,,,8,7.3,5,,,
2016-06-13,18.3,15.35,14.62,12.4,,,89,69,48,12.4,8.7,5.1,31,18.96,7,46,21,101.9,101.4,101.1,101.85,101.34,101.08,48300,29304.2,16100,2.3,1.8,1,2.6,0,10.3,5.3,2.4,2.4,0,0,05:07:00,21:19:00,16.2,5.12,21.32,,,16,16,10,10,,,,,8,6.5,1,,,
2016-06-12,19.8,15.8,14.94,11.8,,,82,68.6,46,11.4,9.1,7.5,22,12.21,3,33,21,102.6,102.35,102,102.49,102.3,101.91,48300,38237.5,32200,2.3,1.8,1,2.2,0,10.8,5.8,0,0,0,0,05:07:00,21:18:00,16.18,5.12,21.3,6,6,19,19,11,11,,,,,8,6.9,3,,,
2016-06-11,17.4,13.89,13.66,10.4,,,93,76.5,59,10.5,9.5,7.1,21,11.17,2,,,102.4,102.15,101.8,102.34,102.09,101.73,32200,25683.3,9700,2.4,1.8,1,4.1,0,8.9,3.9,8,8,0,0,05:07:00,21:18:00,16.18,5.12,21.3,4,6,17,17,12,12,,,,,8,6.9,1,,,
2016-06-10,18.2,14.55,13.88,10.9,,,90,68,50,11.4,7.9,5.8,23,12.75,2,43,20,101.8,101.47,101.1,101.71,101.41,101.03,48300,32862.5,24100,2.6,2.1,1.3,3.5,0,9.6,4.5,0.6,0.6,0,0,05:07:00,21:17:00,16.17,5.12,21.28,5,5,16,16,12,12,,,,,8,5.6,0,,,
2016-06-09,18.7,14.39,14.72,10.1,,,77,60.9,44,8.5,7.1,5.6,22,15.96,10,35,15,101.4,101.27,101.1,101.35,101.21,101.04,48300,40920.8,32200,2.7,2.2,1.7,3.6,0,9.4,4.4,0,0,0,0,05:08:00,21:16:00,16.13,5.13,21.27,5,7,18,18,12,12,,,,,8,5.9,2,,,
2016-06-08,18.3,15.3,15.42,12.3,,,74,66.9,58,11.8,9.3,7.1,32,17.88,10,43,11,101.3,100.98,100.7,101.21,100.91,100.64,48300,42258.3,24100,2.9,2.3,1.7,2.7,0,10.3,5.3,0,0,0,0,05:08:00,21:15:00,16.12,5.13,21.25,6,6,19,20,12,12,,,,,8,6.2,1,,,
2016-06-07,22.5,17.7,17.84,12.9,27,,87,72.5,54,16.3,12.8,7.9,21,11.92,3,,,101.1,100.91,100.7,101,100.86,100.64,48300,47962.5,40200,2.9,2.3,1.5,0.3,0,12.7,7.7,0,0,0,0,05:08:00,21:15:00,16.12,5.13,21.25,8,8,22,27,14,15,,,,,8,5.6,2,,,
2016-06-06,24.5,18.85,19.26,13.2,27,,87,71.7,47,15.7,13.9,11.7,25,9.96,2,32,29,101.3,101.16,101,101.28,101.11,100.92,48300,48300,48300,3.9,2.7,1.1,0,0.9,13.8,8.8,0,,0,0,05:09:00,21:14:00,16.08,5.15,21.23,8,8,23,23,13,13,,,,,7,5,1,,,
2016-06-05,25.2,20.35,20.2,15.5,30,,93,74.4,60,17,15.4,12.7,27,14.71,3,33,29,101.4,101.25,101,101.33,101.18,100.96,48300,47947.8,40200,3.6,2.2,1,0,2.4,15.3,10.3,0,0,0,0,05:09:00,21:13:00,16.07,5.15,21.22,8,8,27,27,16,16,,,,,7,4.1,0,,,
2016-06-04,22.2,18.85,18.61,15.5,26,,93,79.9,68,16,15,13.8,32,24,10,41,30,102.3,101.89,101.4,102.2,101.82,101.36,48300,47629.2,32200,3.1,1.6,1,0,0.9,13.8,8.8,0,0,0,0,05:10:00,21:12:00,16.03,5.17,21.2,8,8,24,24,15,15,,,,,7,1.4,0,,,
2016-06-03,22.4,18.39,18.01,14.4,25,,87,71,55,15.2,12.6,11,22,13.12,6,,,102.6,102.4,102.2,102.54,102.34,102.12,48300,42933.3,32200,3.4,2,1,0,0.4,13.4,8.4,0,0,0,0,05:10:00,21:11:00,16.02,5.17,21.18,7,7,22,22,15,15,,,,,8,5.2,0,,,
2016-06-02,19.8,16.75,16.29,13.7,,,96,73.2,53,13.6,11.3,9.4,20,13.75,7,41,19,102.2,101.7,101.1,102.12,101.64,101.05,48300,32983.3,19300,2.4,1.9,1.1,1.2,0,11.8,6.8,2.4,2.4,0,0,05:11:00,21:10:00,15.98,5.18,21.17,6,7,19,19,13,13,,,,,8,7.5,3,,,
