date,max_temperature,avg_temperature,avg_hourly_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_visibility,min_visibility,max_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-12-01,7.5,5.7,6.24,3.9,,,97,93.8,90,6.3,5.3,3.3,28,18.29,7,41,13,101.8,101.44,101.2,101.79,101.4,101.18,32200,22712.5,16100,2.4,2,1.4,12.3,0,0.7,0,17.2,17.2,0,,07:46:00,16:17:00,8.52,7.77,16.28,,,8,8,5,5,,,,,8,7.8,6,,,
2017-11-30,7.7,6.75,6.37,5.8,,,96,91.9,89,5.5,5.2,4.5,30,18.88,12,43,11,102.2,101.93,101.8,102.16,101.89,101.79,24100,19962.5,4800,2.6,2,1.5,11.2,0,1.8,0,10.4,10.4,0,,07:45:00,16:18:00,8.55,7.75,16.3,,,6,7,6,7,,,,,8,8,8,,,
2017-11-29,7.8,4.75,5.92,1.7,,,97,91.9,85,6.2,4.7,1.7,21,15.04,9,33,10,102.9,102.63,102.3,102.85,102.57,102.22,32200,27012.5,19300,2.7,2,1.5,13.2,0,0,0,3.2,3.2,0,,07:44:00,16:18:00,8.57,7.73,16.3,,,9,9,6,6,,,,,8,7.2,3,,,
2017-11-28,8.5,5.85,6.03,3.2,,,96,90.4,85,6.2,4.6,1.9,30,15.12,7,46,13,102.2,101.51,101.1,102.18,101.44,101.06,48300,21925,9700,2.8,2.1,1.5,12.2,0,0.8,0,12.6,12.6,0,,07:42:00,16:19:00,8.62,7.7,16.32,,,9,9,6,6,,,,,8,7.2,3,,,
2017-11-27,9.4,6.05,6.78,2.7,,,95,83.5,68,5.7,4.1,2.2,23,11.42,4,37,12,102,101.65,100.9,101.93,101.6,100.89,48300,35679.2,11300,3.1,2.1,1.6,11.9,0,1.1,0,0.4,0.4,0,,07:41:00,16:20:00,8.65,7.68,16.33,,,9,9,6,8,,,,,8,7.2,3,,,
2017-11-26,13.1,9.19,9.41,5.3,,,91,82.9,73,10,6.7,3.1,30,17.04,4,70,25,100.9,100.05,99.5,100.87,99.99,99.46,32200,24670.8,8100,2.6,2,1.4,8.8,0,4.2,0,9.8,9.8,0,,07:40:00,16:20:00,8.67,7.67,16.33,,,12,13,5,6,,,,,8,7,2,,,
2017-11-25,11.1,9.4,9.52,7.7,,,91,78.7,67,8.2,6,4.5,30,18.54,8,41,2,101.7,101.1,99.9,101.63,101.04,99.82,48300,32525,24100,2.2,1.8,1.5,8.6,0,4.4,0,1.4,1.4,0,,07:38:00,16:21:00,8.72,7.63,16.35,,,11,11,8,8,,,,,8,8,8,,,
2017-11-24,9.6,8.6,8.72,7.6,,,88,84,75,7,6.2,4.2,29,21.08,12,44,13,101.7,101.57,101.3,101.64,101.53,101.22,32200,26275,19300,2.4,2,1.6,9.4,0,3.6,0,1.6,1.6,0,,07:37:00,16:22:00,8.75,7.62,16.37,,,8,9,8,9,,,,,8,8,7,,,
2017-11-23,14.2,11.55,10.28,8.9,,,95,82.9,71,10.1,7.5,5.6,27,15.29,3,41,18,101.2,100.9,100.8,101.17,100.84,100.72,48300,35545.8,24100,3.1,2.2,1.5,6.5,0,6.5,1.6,0.8,0.8,0,,07:35:00,16:23:00,8.8,7.58,16.38,,,10,12,8,8,,,,,8,7.3,3,,,
2017-11-22,16.1,13.7,13.57,11.3,,,98,93.5,86,14,12.5,10.8,26,20.67,10,46,14,101.3,101.06,100.7,101.24,101,100.69,24100,19058.3,4000,1.9,1.4,1,4.3,0,8.7,3.7,16.6,16.6,0,,07:34:00,16:24:00,8.83,7.57,16.4,,,13,13,12,12,,,,,8,8,7,,,
2017-11-21,12,7.65,7.11,3.3,,,98,94,85,11.5,6.2,2.6,22,11.62,2,26,6,101.9,101.33,100.9,101.81,101.28,100.8,32200,16733.3,3600,2.9,2,1.2,10.3,0,2.6,0,24.2,24.2,0,,07:32:00,16:25:00,8.88,7.53,16.42,,,6,7,9,9,,,,,8,7.8,3,,,
2017-11-20,8.9,6.35,6.04,3.8,,,98,95.2,88,7.7,5.3,3.1,22,10.46,4,35,6,101.9,100.87,100.1,101.86,100.8,100.02,32200,18670.8,4000,2.7,1.9,1.3,11.7,0,1.4,0,4.4,4.4,0,,07:31:00,16:26:00,8.92,7.52,16.43,,,8,8,2,2,,,,,8,6,1,,,
2017-11-19,7.8,6.69,6.83,5.6,,,94,87.5,79,5.6,4.9,3.7,40,27.46,17,59,12,101.7,100.66,100.1,101.6,100.6,100.04,32200,15295.8,6400,2.1,1.8,1.1,11.3,0,1.7,0,28,28,0,,07:29:00,16:27:00,8.97,7.48,16.45,,,9,9,4,6,,,,,8,8,8,,,
2017-11-18,9.7,7.9,8.07,6.1,,,91,85,77,6.4,5.7,5,22,16.08,10,32,16,102.5,102.18,101.7,102.44,102.12,101.67,32200,27150,12900,2.7,1.8,1.2,10.1,0,2.9,0,4,4,0,,07:28:00,16:28:00,9,7.47,16.47,,,10,10,7,7,,,,,8,7.8,7,,,
2017-11-17,8.1,6,6.3,3.9,,,94,84.4,74,4.9,3.8,2.3,26,10.21,1,37,27,102.5,101.73,100.6,102.46,101.69,100.54,48300,39241.7,24100,2.9,2.1,1.2,12,0,1,0,0.6,0.6,0,,07:26:00,16:29:00,9.05,7.43,16.48,,,7,8,6,6,,,,,8,6.8,3,,,
2017-11-16,8.4,6.35,6.7,4.3,,,95,87.9,81,5.8,4.8,2.7,20,11.46,2,37,16,100.5,100.18,99.9,100.47,100.13,99.8,48300,28820.8,24100,2.8,2.1,1.6,11.7,0,1.4,0,5,5,0,,07:25:00,16:30:00,9.08,7.42,16.5,,,8,8,6,6,,,,,8,7.7,6,,,
2017-11-15,10.8,8.75,8.15,6.7,,,93,85.6,77,6.6,5.9,5.1,41,23.5,10,69,13,100.4,100.13,99.9,100.3,100.07,99.8,32200,23983.3,8100,2.6,2.1,1.8,9.2,0,3.8,0,12.4,12.4,0,,07:23:00,16:31:00,9.13,7.38,16.52,,,9,9,6,6,,,,,8,7.5,4,,,
2017-11-14,10.3,8.65,8.68,7,,,92,82,68,6.8,5.8,4.5,52,31.33,13,61,12,101.3,101,100.4,101.27,100.95,100.38,32200,24850,19300,2.3,2,1.8,9.3,0,3.6,0,5.2,5.2,0,,07:21:00,16:33:00,9.2,7.35,16.55,,,9,10,7,8,,,,,8,7.9,7,,,
2017-11-13,10.9,9.5,9.17,8.1,,,91,81.7,71,7.2,6.2,3.9,47,29.88,7,69,12,101.2,100.28,99.9,101.11,100.21,99.82,32200,24183.3,16100,2.4,2.1,1.5,8.5,0,4.5,0,8.2,8.2,0,,07:20:00,16:34:00,9.23,7.33,16.57,,,9,10,7,8,,,,,8,7.9,6,,,
2017-11-12,9.5,8.8,8.61,8.1,,,97,93.5,87,8.5,7.6,7.2,25,19.92,14,35,9,101.3,101.07,100.3,101.26,101.01,100.22,32200,20716.7,8100,1.9,1.6,1.3,9.2,0,3.8,0,14,14,0,,07:18:00,16:35:00,9.28,7.3,16.58,,,9,10,8,9,,,,,8,8,7,,,
2017-11-11,9.2,7.44,8.17,5.7,,,92,89.6,84,7.4,6.6,5.8,25,16.17,9,35,11,101.7,101.45,101.3,101.6,101.41,101.26,32200,27758.3,11300,2.9,1.6,1.2,10.6,0,2.4,0,7.2,7.2,0,,07:17:00,16:36:00,9.32,7.28,16.6,,,8,8,8,8,,,,,8,7.9,7,,,
2017-11-10,10,8.55,7.57,7.1,,,98,93.7,85,7.8,6.6,4.3,18,8.12,1,,,101.6,101.33,101.1,101.59,101.28,101.06,48300,30833.3,24100,2.9,1.9,1.1,9.4,0,3.5,0,2.2,,,,07:15:00,16:38:00,9.38,7.25,16.63,,,10,12,5,5,,,,,8,6,2,,,
2017-11-09,9.4,7.7,8.07,6,,,96,86.9,78,7.5,6,4.3,19,10.21,2,35,23,101.2,100.76,100.4,101.11,100.7,100.38,48300,32387.5,12900,3.2,2.4,1.4,10.3,0,2.7,0,3.6,3.6,0,,07:13:00,16:39:00,9.43,7.22,16.65,,,8,9,6,7,,,,,8,7.9,7,,,
2017-11-08,10.5,6.25,7.22,2,,,82,65.9,52,4.4,1.2,-1.6,16,9.33,3,30,21,101.6,101.01,100.6,101.5,100.95,100.51,48300,39900,32200,3.5,2.8,2.1,11.8,0,1.2,0,0,0,0,,07:12:00,16:41:00,9.48,7.2,16.68,,,8,9,4,4,,,,,8,8,8,,,
2017-11-07,7.7,3.55,4.12,-0.6,,,84,64.8,56,0.5,-2,-4.1,21,12.58,5,,,102.7,102.17,101.6,102.62,102.1,101.52,48300,40250,32200,3.4,2.6,1.9,14.4,0,0,0,0,,,,07:10:00,16:42:00,9.53,7.17,16.7,,,5,5,2,3,,,,,8,7.8,6,,,
2017-11-06,6.5,1.1,1.37,-4.3,,-9,75,60,37,-3,-5.8,-8.3,18,8.92,3,22,7,102.7,102.59,102.2,102.68,102.52,102.14,48300,40250,32200,3.9,2.6,1.9,16.9,0,0,0,0,0,0,,07:09:00,16:44:00,9.58,7.15,16.73,,,5,5,0,2,,,,,8,2.8,1,,,
2017-11-05,6.7,3.15,2.36,-0.4,,-5,88,59.1,37,-0.9,-5.3,-8.3,16,9.44,2,24,6,102.1,101.48,101.1,102.07,101.42,101,48300,38640,32200,2.7,2.2,1.6,14.8,0,0,0,0,0,0,,07:07:00,16:45:00,9.63,7.12,16.75,,,5,6,-2,-1,,,,,8,3.9,1,,,
2017-11-04,2.1,0,0.4,-2.1,,-5,89,78.9,72,-0.5,-2.9,-5.8,18,10.96,3,24,10,101.9,101.55,101.1,101.87,101.51,101.05,48300,27462.5,4000,2.8,2.1,1.7,18,0,0,0,0,0,0,,08:05:00,17:47:00,9.7,8.08,17.78,,,3,3,-1,-1,,,,,8,7.3,5,,,
2017-11-03,4.3,1.5,1.63,-1.3,,-4,93,65.2,42,-0.8,-4.5,-7.8,23,9.12,1,37,9,102,101.64,101.1,101.9,101.58,101.04,48300,38304.2,9700,3.1,2,1.6,16.5,0,0,0,0.4,0.4,0,,08:04:00,17:48:00,9.73,8.07,17.8,,,4,5,-3,1,,,,,8,6.4,2,,,
2017-11-02,8.8,5.6,5.54,2.4,,,95,85.7,67,6.9,3.3,-2.7,26,14.67,3,46,12,101,100.52,100.2,100.98,100.46,100.11,32200,24879.2,4800,2.2,1.7,1.4,12.4,0,0.6,0,20.8,20.8,0,,08:02:00,17:50:00,9.8,8.03,17.83,,,6,6,1,1,,,,,8,7.7,4,,,
2017-11-01,12.2,7.3,9.06,2.4,,,97,85,76,7.8,6.6,3.7,27,12.58,3,39,27,100.9,100.75,100.6,100.82,100.7,100.55,48300,36150,16100,2.8,2.2,1.7,10.7,0,2.3,0,0,0,0,,08:00:00,17:52:00,9.87,8,17.87,,,10,11,6,6,,,,,8,4.8,2,,,
2017-10-31,10.5,5.85,6.39,1.2,,,95,87.1,77,6.8,4.4,0.7,13,5.79,0,20,25,102.1,101.55,100.9,102.05,101.5,100.81,48300,36691.7,19300,7,2.6,1.7,12.2,0,0.8,0,0,0,0,,07:59:00,17:53:00,9.9,7.98,17.88,3,3,12,12,6,6,,,,,8,5.3,2,,,
2017-10-30,13.2,6.9,7.21,0.6,,,97,82.2,59,8.9,4.3,-1.7,20,7.54,2,28,31,102.5,102.32,102.2,102.42,102.26,102.1,48300,40250,32200,3.4,2.6,1.9,11.1,0,1.9,0,0,0,0,,07:57:00,17:55:00,9.97,7.95,17.92,,,14,14,5,5,,,,,4,1.3,0,,,
2017-10-29,13.6,8.69,8.2,3.8,,,100,95.8,83,10.8,7.5,2.8,21,7.46,1,30,30,102.3,101.87,101.6,102.22,101.81,101.51,32200,22783.3,400,7,2.1,1.2,9.3,0,3.7,0,0,0,0,,07:56:00,17:57:00,10.02,7.93,17.95,,,15,15,6,6,,,,,7,2.4,0,,,
2017-10-28,14,9.1,9.04,4.2,,,100,95,82,11,8.3,5.6,10,5.54,1,15,31,101.9,101.65,101.4,101.84,101.59,101.36,48300,36325,800,7,2.3,1.2,8.9,0,4.1,0,0,0,0,,07:54:00,17:58:00,10.07,7.9,17.97,,,15,15,8,8,,,,,2,0.5,0,,,
2017-10-27,13.1,8.75,8.95,4.4,,,99,94.3,83,10.3,8,5.1,15,7.5,2,22,29,102.5,102.26,101.9,102.45,102.21,101.87,48300,44275,32200,3.4,1.9,1,9.2,0,3.8,0,0,0,0,,07:52:00,18:00:00,10.13,7.87,18,,,14,15,8,8,,,,,4,1.2,0,,,
2017-10-26,12.6,10,10.02,7.4,,,98,92.6,86,10.2,8.9,7.8,27,16.71,8,37,30,102.7,102.57,102.5,102.66,102.51,102.43,48300,40237.5,24100,2.2,1.7,1,8,0,5,0,0,0,0,,07:51:00,18:02:00,10.18,7.85,18.03,3,3,14,14,7,8,,,,,8,3.2,0,,,
2017-10-25,13,9.94,10.28,6.9,,,98,93.6,82,11,9.3,6.8,21,13.71,4,,,102.4,102.03,101.8,102.33,101.95,101.72,32200,23191.7,6400,2.6,1.8,1,8.1,0,4.9,0,0.5,,,,07:49:00,18:04:00,10.25,7.82,18.07,,,12,12,8,8,,,,,8,6.6,2,,,
2017-10-24,13.2,9.39,9.29,5.6,,,98,91.3,77,9.9,7.9,5.5,14,7.83,1,20,29,103.8,103.09,102.2,103.78,103.04,102.19,48300,37550,24100,2.8,1.8,1,8.6,0,4.4,0,0,0,0,,07:48:00,18:06:00,10.3,7.8,18.1,,,15,15,8,9,,,,,6,2.1,0,,,
2017-10-23,14.5,10.25,11.11,6,,,94,83,68,9.6,8.3,5.5,14,9.21,4,19,8,103.8,103.67,103.2,103.79,103.62,103.18,32200,25112.5,24100,2.6,1.8,1,7.8,0,5.2,0.2,0,0,0,,07:46:00,18:07:00,10.35,7.77,18.12,,,13,13,8,8,,,,,8,7.4,4,,,
2017-10-22,16.1,12.15,11.15,8.2,,,97,80.2,69,9.7,7.8,6.2,27,16.67,8,41,18,103.1,101.78,100.1,103.08,101.73,100.07,32200,29033.3,12900,2.6,2.2,1.5,5.8,0,7.2,2.1,3.8,3.8,0,,07:44:00,18:09:00,10.42,7.73,18.15,,,13,13,7,11,,,,,8,5.9,2,,,
2017-10-21,9.6,8.3,8.04,7,,,95,89.9,79,9.1,6.5,4.9,30,22.38,13,44,6,101.2,100.57,100,101.15,100.51,99.94,32200,19850,8100,2.4,1.7,1.4,9.7,0,3.3,0,8.2,8.2,0,,07:43:00,18:11:00,10.47,7.72,18.18,,,8,8,9,9,,,,,8,8,8,,,
2017-10-20,12.6,9.4,9.08,6.2,,,97,89,74,9,7.3,4.6,17,12,7,39,19,101.2,100.52,99.8,101.15,100.47,99.79,32200,23604.2,8100,2.7,2,1.5,8.6,0,4.4,0,9.4,9.4,0,,07:41:00,18:13:00,10.53,7.68,18.22,,,12,12,8,8,,,,,8,7,4,,,
2017-10-19,12.2,10.64,10.64,9.1,,,96,90.8,82,10.2,9.2,8.1,27,16,5,39,14,100,99.84,99.7,99.93,99.78,99.63,24100,21166.7,9700,2.8,2.3,1.9,7.4,0,5.6,0.6,10,10,0,,07:40:00,18:15:00,10.58,7.67,18.25,,,12,12,9,9,,,,,8,7.8,7,,,
2017-10-18,12.5,10.1,10.08,7.7,,,97,84.9,67,11.2,7.6,3.8,32,20.25,5,50,17,101.8,100.52,99.8,101.72,100.47,99.78,32200,21120.8,4800,2.7,2.1,1.2,7.9,0,5.1,0.1,33.4,33.4,0,,07:38:00,18:17:00,10.65,7.63,18.28,,,13,13,11,11,,,,,8,7.9,7,,,
2017-10-17,14.1,11.25,11.49,8.4,,,94,80.5,65,10.8,8.2,5.6,51,21.83,2,65,27,101.9,101.4,100.6,101.87,101.35,100.53,48300,33266.7,9700,2.8,2.2,1.3,6.8,0,6.2,1.2,2.2,2.2,0,,07:37:00,18:19:00,10.7,7.62,18.32,,,12,13,6,8,,,,,8,6.8,2,,,
2017-10-16,11.9,11.05,11,10.2,,,96,91,79,10.6,9.5,7.6,26,18.17,13,33,10,102.3,102.05,101.5,102.28,102.01,101.42,32200,20645.8,8100,2.5,2,1.1,7,0,6,1.1,8.2,8.2,0,,07:35:00,18:21:00,10.77,7.58,18.35,,,12,12,11,11,,,,,8,8,8,,,
2017-10-15,13.6,11.14,10.8,8.7,,,89,79.1,70,9.1,7.3,5.5,16,8.38,1,26,22,103.1,102.68,102.3,103.06,102.62,102.28,48300,35208.3,24100,2.7,1.7,1,6.9,0,6.1,1.1,0,0,0,,07:33:00,18:23:00,10.83,7.55,18.38,,,14,15,9,9,,,,,8,6.6,2,,,
2017-10-14,10.4,7.8,8.39,5.2,,,92,79.5,62,5.9,5,3.1,24,16.71,8,37,4,103.3,103.2,103,103.24,103.14,102.95,32200,26816.7,11300,2,1.5,1,10.2,0,2.8,0,0.2,0.2,0,,07:32:00,18:25:00,10.88,7.53,18.42,,,10,10,7,7,,,,,8,7.4,3,,,
2017-10-13,11.4,8,7.95,4.6,,,98,82.3,66,6.6,5,3.7,23,9.79,2,41,29,103,102.2,101.6,102.9,102.15,101.55,48300,36554.2,24100,2.1,1.6,1,10,0,3,0,1,1,0,,07:30:00,18:27:00,10.95,7.5,18.45,,,12,12,6,6,,,,,8,3.7,0,,,
2017-10-12,9.6,7.85,7.71,6.1,,,94,90.1,86,7.6,6.2,5.2,27,14.79,2,35,6,101.8,101.66,101.6,101.72,101.61,101.55,32200,26220.8,3200,2.1,1.5,1,10.2,0,2.8,0,31.4,31.4,0,,07:29:00,18:29:00,11,7.48,18.48,,,11,12,7,8,,,,,8,7.9,7,,,
2017-10-11,13.4,10,8.37,6.6,,,94,83.7,73,6.7,5.7,4.5,14,8.58,3,28,20,101.8,101.59,101.3,101.73,101.54,101.25,48300,27679.2,12900,2.4,1.8,1.1,8,0,5,0,2.2,2.2,0,,07:27:00,18:31:00,11.07,7.45,18.52,,,12,12,8,8,,,,,8,6.8,2,,,
2017-10-10,12.3,9.4,9.22,6.5,,,96,84,67,8.4,6.6,5.6,27,10.5,2,39,28,101.4,101.13,100.9,101.3,101.08,100.88,48300,32329.2,8100,2.4,1.8,1.1,8.6,0,4.4,0,3.1,3.1,0,,07:26:00,18:33:00,11.12,7.43,18.55,,,10,11,7,7,,,,,8,6.9,2,,,
2017-10-09,15.2,10.35,9.95,5.5,,,94,82.2,59,9.5,7,4.7,17,9,2,30,20,102.8,102.28,101.5,102.73,102.23,101.42,48300,40920.8,32200,2,1.5,1,7.7,0,5.3,0.4,0,0,0,,07:24:00,18:35:00,11.18,7.4,18.58,3,3,15,15,8,9,,,,,8,6,3,,,
2017-10-08,14.2,9.04,10.05,3.9,,,94,82.2,65,9.4,7.1,4.2,27,9.42,1,39,28,102.8,102.41,101.6,102.72,102.35,101.57,48300,42262.5,32200,2.1,1.5,1,9,0,4,0,0,0,0,,07:23:00,18:37:00,11.23,7.38,18.62,3,3,15,15,6,8,,,,,7,3.9,1,,,
2017-10-07,15.2,12.5,11.53,9.8,,,89,78.9,62,9.3,7.9,6.8,32,16.83,4,61,28,101.6,101.34,101.1,101.53,101.28,101.05,48300,30308.3,19300,2.5,1.9,1.5,5.5,0,7.5,2.5,0,0,0,,07:21:00,18:39:00,11.3,7.35,18.65,,,15,16,7,7,,,,,8,5.2,2,,,
2017-10-06,15,10.5,11.49,6,,,92,82.1,72,11.6,8.5,4.7,44,19.33,8,57,28,102,101.43,100.9,101.9,101.37,100.87,48300,35550,24100,3,2,1.6,7.5,0,5.5,0.5,1.2,1.2,0,,07:20:00,18:41:00,11.35,7.33,18.68,,,14,14,10,10,,,,,8,6.7,2,,,
2017-10-05,16.6,10.85,10.9,5.1,,,94,79.5,58,11.1,7.4,4.6,11,5.33,1,22,20,102.3,102.17,102,102.26,102.11,101.94,48300,41591.7,32200,3.9,2.5,1.3,7.2,0,5.8,0.8,0,0,0,,07:18:00,18:43:00,11.42,7.3,18.72,3,3,17,17,9,9,,,,,4,0.9,0,,,
2017-10-04,16,10,10.88,4,,,91,75.7,55,9.7,6.6,3.8,12,6.54,0,28,21,102.3,102.2,102.1,102.29,102.15,102.02,48300,40920.8,32200,3.2,2.1,1.3,8,0,5,0,0,0,0,,07:17:00,18:45:00,11.47,7.28,18.75,3,3,17,17,5,8,,,,,7,3.4,1,,,
2017-10-03,16.8,10.45,11.54,4.1,,,88,70.2,43,10.2,6.1,1.7,17,7.21,1,24,31,102.8,102.56,102.3,102.71,102.5,102.29,48300,41591.7,32200,2.7,1.9,1.3,7.5,0,5.5,0.4,0,0,0,,07:15:00,18:47:00,11.53,7.25,18.78,3,3,17,17,8,8,,,,,3,0.7,0,,,
2017-10-02,16.2,11.35,12.21,6.5,,,92,78.5,56,11.2,8.5,3.2,26,10.83,3,33,29,102.5,102.26,102.1,102.48,102.2,102.03,48300,40250,32200,2.2,1.5,1,6.7,0,6.3,1.4,0,0,0,,07:14:00,18:50:00,11.6,7.23,18.83,3,3,17,17,8,8,,,,,8,2.7,0,,,
2017-10-01,15.6,11.5,12.15,7.4,,,98,84.6,69,11.2,9.6,7.9,30,13.29,1,37,28,102.1,101.99,101.9,102.01,101.95,101.82,48300,34662.5,19300,1.9,1.4,1,6.5,0,6.5,1.5,0,0,0,,07:12:00,18:52:00,11.67,7.2,18.87,3,3,16,16,7,8,,,,,8,5.2,2,,,
2017-09-30,15.4,12.85,12.41,10.3,,,96,86.3,73,11.3,10.2,8.8,17,9.96,2,22,10,101.9,101.77,101.7,101.8,101.71,101.64,32200,22916.7,9700,2.1,1.7,1,5.2,0,7.8,2.8,4.3,4.3,0,,07:11:00,18:54:00,11.72,7.18,18.9,,,16,16,9,10,,,,,8,7.2,3,,,
2017-09-29,18,14.85,15.05,11.7,,,94,84,64,15.2,12.4,8.7,25,15.67,4,39,12,101.7,101.28,101,101.66,101.23,100.94,48300,23745.8,4800,2.8,2.1,1.6,3.1,0,9.8,4.8,3.6,3.6,0,,07:09:00,18:56:00,11.78,7.15,18.93,3,3,18,18,10,10,,,,,8,6.2,0,,,
2017-09-28,22,16,16.37,10,24,,97,79.9,57,14.6,12.7,10.3,14,7.92,2,20,28,101.7,101.3,100.9,101.6,101.24,100.89,48300,48300,48300,3.4,2.1,1,2,0,11,6,0,0,0,,07:08:00,18:58:00,11.83,7.13,18.97,4,5,22,22,15,15,,,,,1,0.2,0,,,
2017-09-27,19,13.9,14.35,8.8,,,99,91.5,78,14.8,12.9,10,19,8.88,1,22,28,102.1,101.91,101.6,102.1,101.87,101.57,48300,44275,32200,2.6,1.7,1,4.1,0,8.9,3.9,0,0,0,,07:06:00,19:00:00,11.9,7.1,19,4,4,21,21,13,13,,,,,2,0.6,0,,,
2017-09-26,19,14.75,15.08,10.5,,,97,89.2,77,15.2,13.3,10.9,21,9.83,2,26,25,102.3,102.19,102.1,102.26,102.13,102.03,48300,36879.2,24100,2.4,1.6,1,3.2,0,9.8,4.8,0,0,0,,07:05:00,19:02:00,11.95,7.08,19.03,4,4,19,19,13,13,,,,,8,2.8,0,,,
2017-09-25,17.8,14.75,14.77,11.7,,,96,87.6,76,13.8,12.7,10.8,19,11.83,3,26,10,102.1,101.91,101.8,102.03,101.87,101.77,32200,25862.5,9700,2.3,1.6,1,3.2,0,9.8,4.8,1.4,1.4,0,,07:03:00,19:05:00,12.03,7.05,19.08,,,17,18,13,13,,,,,8,7.6,4,,,
2017-09-24,18.7,14.05,14.39,9.4,,,87,75.2,58,12.3,10,7.8,13,8.67,3,26,22,102.1,102,101.8,102.07,101.94,101.77,48300,37550,32200,2.6,2,1.2,4,0,9.1,4,0,0,0,,07:02:00,19:07:00,12.08,7.03,19.12,3,3,18,18,12,12,,,,,8,6.9,0,,,
2017-09-23,18.6,14.35,14.2,10.1,,,88,74.2,59,12.4,9.6,8,16,8.25,2,32,20,102,101.86,101.7,101.94,101.81,101.61,48300,37891.7,32200,2.9,2,1.1,3.6,0,9.3,4.3,0,0,0,,07:00:00,19:09:00,12.15,7,19.15,4,4,19,20,12,13,,,,,8,5.6,2,,,
2017-09-22,17.2,12,13.27,6.8,,,85,75.9,57,11.6,9.1,5,16,8.46,1,24,21,101.8,101.69,101.6,101.78,101.64,101.55,48300,40250,32200,2.8,1.8,1,6,0,7,2,0,0,0,,06:59:00,19:11:00,12.2,6.98,19.18,4,4,19,19,10,10,,,,,8,5.7,1,,,
2017-09-21,16.1,12.5,12.93,8.9,,,88,79.6,66,10.9,9.5,7.9,17,8.46,1,28,22,101.6,101.39,101,101.58,101.33,100.96,48300,38770.8,19300,2.3,1.7,1,5.5,0,7.5,2.5,0,0,0,,06:58:00,19:13:00,12.25,6.97,19.22,4,4,16,17,10,10,,,,,8,6.4,4,,,
2017-09-20,15.2,11.8,12.28,8.4,,,94,82.3,70,10.2,9.3,8.3,30,13.92,2,39,27,100.9,100.6,100.4,100.89,100.56,100.38,48300,35679.2,11300,2,1.6,1,6.2,0,6.8,1.8,1.2,1.2,0,,06:56:00,19:15:00,12.32,6.93,19.25,3,3,16,16,10,10,,,,,8,6.1,3,,,
2017-09-19,14.8,12.2,11.63,9.6,,,95,84.5,71,10.4,9.1,8,27,11.58,4,33,7,100.8,100.64,100.5,100.71,100.58,100.42,48300,27441.7,8100,2.2,1.6,1.1,5.8,0,7.2,2.2,5.2,5.2,0,,06:55:00,19:17:00,12.37,6.92,19.28,3,3,14,14,9,11,,,,,8,7.3,3,,,
2017-09-18,17.2,13.39,12.74,9.6,,,93,74.4,53,9.6,8.1,7.1,26,14.67,7,37,9,100.8,100.64,100.4,100.75,100.6,100.43,48300,31570.8,19300,2.2,1.7,1.1,4.6,0,8.4,3.4,2.5,2.5,0,,06:53:00,19:20:00,12.45,6.88,19.33,3,3,14,14,9,9,,,,,8,7,3,,,
2017-09-17,16.3,13.75,13.49,11.2,,,92,74.5,57,12.6,9,6.4,30,19.17,11,57,12,101.1,100.8,100.5,101.05,100.74,100.47,32200,21687.5,2400,4.2,2.5,1.6,4.2,0,8.8,3.8,2.4,2.4,0,,06:52:00,19:22:00,12.5,6.87,19.37,,,15,16,9,9,,,,,8,6.2,1,,,
2017-09-16,21.5,16.14,15.84,10.8,21,,74,59.8,41,11.6,7.9,5.8,15,9.92,3,24,20,101.7,101.49,101.2,101.68,101.44,101.1,48300,37562.5,32200,4.8,2.8,1.5,1.9,0,11.1,6.1,0,0,0,,06:50:00,19:24:00,12.57,6.83,19.4,3,4,19,19,12,12,,,,,8,6.1,3,,,
2017-09-15,21.1,14.35,14.97,7.6,,,80,65,40,11.9,8.2,4.8,17,7.79,1,20,28,101.9,101.75,101.6,101.88,101.7,101.55,64400,50645.8,48300,2.8,2.2,1.3,3.6,0,9.3,4.3,0,0,0,,06:49:00,19:26:00,12.62,6.82,19.43,5,5,20,20,10,12,,,,,7,3.2,0,,,
2017-09-14,19.7,14.2,14.75,8.7,,,95,76.2,57,13,10.4,7.4,31,15.58,2,39,29,101.6,101.52,101.4,101.57,101.46,101.35,48300,48300,48300,2.4,1.9,1.2,3.8,0,9.2,4.2,0,0,0,,06:47:00,19:28:00,12.68,6.78,19.47,5,5,19,21,11,11,,,,,1,0.1,0,,,
