file_index,region,r,g,b,color_label
14,3,0.17224,0.16852999999999999,0.16565,black
14,4,0.27465,0.2672,0.27681999999999995,white
15,1,0.68081,0.70854,0.72388,grey
15,2,0.42608,0.43906000000000006,0.44406999999999996,grey
15,3,0.1516,0.14542,0.14472000000000002,black
15,4,0.23823000000000003,0.22743000000000002,0.23401,black
16,1,0.59927,0.6087199999999999,0.6151800000000001,grey
16,2,0.4764,0.47358999999999996,0.47392,grey
16,3,0.11250999999999999,0.10729000000000001,0.10649000000000002,black
16,4,0.14974,0.13984000000000002,0.14439000000000002,black
17,1,0.36243000000000003,0.35436999999999996,0.36585,grey
17,2,0.47007,0.44623999999999997,0.40784000000000004,grey
17,3,0.11019000000000001,0.10344,0.09665800000000001,black
17,4,0.08832999999999999,0.08390299999999999,0.079113,black
18,1,0.37139,0.34988,0.35431,grey
18,2,0.44911999999999996,0.36905,0.26997,brown
18,3,0.047724,0.046587,0.033067,black
18,4,0.018195,0.025302,0.01347,black
19,1,0.54466,0.60615,0.6893199999999999,grey
19,2,0.39726,0.40634000000000003,0.42513999999999996,grey
19,3,0.094927,0.091151,0.088887,black
19,4,0.13449,0.11904,0.11955,black
20,1,0.61865,0.71007,0.8142,grey
20,2,0.4568,0.5028199999999999,0.5462600000000001,grey
20,3,0.22515,0.21249,0.1928,black
20,4,0.41357,0.38144,0.3662,grey
21,1,0.52378,0.64876,0.80309,grey
21,2,0.42612,0.49443000000000004,0.5706100000000001,grey
21,3,0.26133,0.25226,0.23306,black
21,4,0.44993,0.44051999999999997,0.43878,grey
22,1,0.49388000000000004,0.61929,0.78198,grey
22,2,0.37538,0.43963,0.5242600000000001,grey
22,3,0.27055999999999997,0.26799,0.2526,black
22,4,0.44278999999999996,0.44806,0.45858999999999994,grey
23,1,0.54977,0.66505,0.83078,grey
23,2,0.45299999999999996,0.52371,0.59993,grey
23,3,0.33897,0.33764,0.31288,grey
23,4,0.50385,0.5110600000000001,0.5243800000000001,grey
24,1,0.6442,0.7340399999999999,0.81624,grey
24,2,0.39074000000000003,0.43391,0.47603,grey
24,3,0.23558,0.22768000000000002,0.21411,black
24,4,0.36204000000000003,0.35339,0.36379,grey
25,1,0.61529,0.71796,0.8340000000000001,grey
25,2,0.41681,0.46458,0.51295,grey
25,3,0.25915,0.2467,0.23201,black
25,4,0.39879000000000003,0.38743,0.39608000000000004,grey
26,1,0.58402,0.66781,0.7660600000000001,grey
26,2,0.4011,0.44117,0.47121999999999997,grey
26,3,0.1873,0.18005,0.17326,black
26,4,0.29149,0.28367,0.29655,white
27,1,0.76912,0.8207700000000001,0.85126,grey
27,2,0.45109,0.48706000000000005,0.50507,grey
27,3,0.18774000000000002,0.18011,0.17527,black
27,4,0.30084,0.29209,0.30694,white
28,1,0.72732,0.77194,0.8042199999999999,grey
28,2,0.44076000000000004,0.47058,0.47746000000000005,grey
28,3,0.19184,0.1832,0.1776,black
28,4,0.30236,0.294,0.30535,white
29,1,0.65693,0.736,0.8297100000000001,grey
29,2,0.5263399999999999,0.57423,0.5916399999999999,grey
29,3,0.18854,0.18445,0.18417,black
29,4,0.27699999999999997,0.27402,0.28763,white
30,1,0.6481600000000001,0.70881,0.7702600000000001,grey
30,2,0.47368999999999994,0.51065,0.51952,grey
30,3,0.17238,0.16826,0.16742,black
30,4,0.27093,0.26399,0.27492,black
31,1,0.6237,0.67052,0.7217600000000001,grey
31,2,0.46488999999999997,0.49745,0.5081100000000001,grey
31,3,0.15868,0.15338,0.15449000000000002,black
31,4,0.24416,0.2324,0.2427,black
32,1,0.61341,0.6261,0.62497,grey
32,2,0.44543,0.44459,0.43993999999999994,grey
32,3,0.10245,0.09849400000000001,0.096928,black
32,4,0.13439,0.12805999999999998,0.12895,black
33,1,0.39846,0.39166999999999996,0.39077,grey
33,2,0.45481000000000005,0.43503000000000003,0.40334000000000003,grey
33,3,0.10163,0.096625,0.090282,black
33,4,0.077448,0.07399700000000001,0.068595,black
34,1,0.44106000000000006,0.43772,0.45565,grey
34,2,0.35622,0.31563,0.28184000000000003,grey
34,3,0.044532999999999996,0.046976,0.036875,black
34,4,0.021569,0.028232999999999998,0.018325,black
35,1,0.6431100000000001,0.67852,0.71095,grey
35,2,0.40213000000000004,0.39985,0.40038,grey
35,3,0.09367,0.09022999999999999,0.08823099999999999,black
35,4,0.11224,0.10427,0.10535,black
36,1,0.59367,0.67171,0.77015,grey
36,2,0.49758,0.5333399999999999,0.5552600000000001,grey
36,3,0.2304,0.21345999999999998,0.19005,black
36,4,0.41236999999999996,0.3726,0.35169,grey
37,1,0.52784,0.65322,0.8188300000000001,grey
37,2,0.52685,0.60747,0.67287,grey
37,3,0.28607,0.27644,0.2529,black
37,4,0.49551999999999996,0.48138000000000003,0.47283000000000003,grey
38,1,0.48757,0.6197699999999999,0.8056399999999999,blue
38,2,0.43921000000000004,0.51658,0.60148,grey
38,3,0.31985,0.31227,0.28649,grey
38,4,0.50457,0.49837,0.50171,grey
39,1,0.5682,0.67502,0.8165600000000001,grey
39,2,0.45428,0.51315,0.56947,grey
39,3,0.31208,0.29906,0.27366999999999997,grey
39,4,0.46526000000000006,0.45256,0.4521,grey
40,1,0.5644100000000001,0.66923,0.81363,grey
40,2,0.4612,0.52407,0.57794,grey
40,3,0.34084000000000003,0.335,0.30999,grey
40,4,0.5044,0.50675,0.51486,grey
41,1,0.62148,0.7368100000000001,0.88197,grey
41,2,0.44951,0.5204,0.58024,grey
41,3,0.33144,0.32903000000000004,0.30688000000000004,grey
41,4,0.48313999999999996,0.49016000000000004,0.50639,grey
42,1,0.7562300000000001,0.8186399999999999,0.88302,grey
42,2,0.49258,0.54195,0.56416,grey
42,3,0.2804,0.27216,0.25444,black
42,4,0.42322,0.42098,0.43035,grey
43,1,0.76882,0.81584,0.8570200000000001,grey
43,2,0.51137,0.54532,0.5444,grey
43,3,0.24036,0.23012,0.21723,black
43,4,0.36819,0.36162,0.3724,grey
44,1,0.81914,0.8508600000000001,0.86774,grey
44,2,0.49618999999999996,0.52282,0.5219,grey
44,3,0.19421,0.18612,0.17984,black
44,4,0.29818,0.28717,0.30019,white
45,1,0.71354,0.76376,0.8089,grey
45,2,0.47507,0.50581,0.5080100000000001,grey
45,3,0.18012,0.17274,0.16842000000000001,black
45,4,0.27434000000000003,0.26584,0.27355999999999997,white
46,1,0.7773899999999999,0.79301,0.79376,grey
46,2,0.43699,0.44182,0.43846999999999997,grey
46,3,0.12602,0.12024000000000001,0.1178,black
46,4,0.18489,0.17038,0.18048,black
47,1,0.7692399999999999,0.77991,0.77871,grey
47,2,0.44215,0.44686000000000003,0.44111999999999996,grey
47,3,0.12577,0.12122999999999999,0.11900999999999999,black
47,4,0.18600000000000003,0.17352,0.18411,black
48,1,0.6412899999999999,0.64694,0.63872,grey
48,2,0.35941999999999996,0.34792,0.34204,grey
48,3,0.07463099999999999,0.073934,0.06979500000000001,black
48,4,0.08658400000000001,0.08630800000000001,0.085746,black
49,1,0.62275,0.61715,0.6001,grey
49,2,0.32508000000000004,0.29131999999999997,0.28541,white
49,3,0.064483,0.064226,0.058753,black
49,4,0.07095900000000001,0.070264,0.069451,black
50,1,0.57399,0.5675,0.55011,grey
50,2,0.38893,0.32919,0.29252,grey
50,3,0.063015,0.06099299999999999,0.054334,black
50,4,0.060984000000000003,0.060157,0.056563999999999996,black
51,1,0.56489,0.61945,0.63813,grey
51,2,0.31056,0.30525,0.30288000000000004,white
51,3,0.11189,0.10369,0.093476,black
51,4,0.17452,0.15132,0.14173,black
52,1,0.6806800000000001,0.69422,0.68806,grey
52,2,0.36214,0.35954,0.35417,grey
52,3,0.16044,0.14678,0.13702,black
52,4,0.25881,0.23043000000000002,0.23171,black
53,1,0.7441399999999999,0.7650100000000001,0.76828,grey
53,2,0.46902,0.47448999999999997,0.46203,grey
53,3,0.16613,0.15291,0.14337,black
53,4,0.24846999999999997,0.21855,0.21936,black
54,1,0.7612300000000001,0.77391,0.76736,grey
54,2,0.45648,0.46052,0.44977,grey
54,3,0.18397,0.16921,0.15574000000000002,black
54,4,0.26946,0.24069000000000002,0.24158000000000002,black
55,1,0.7017899999999999,0.71244,0.70422,grey
55,2,0.39127,0.38841,0.38311,grey
55,3,0.12374,0.11523,0.11005,black
55,4,0.17828,0.15771,0.16255,black
56,1,0.71114,0.7228399999999999,0.71804,grey
56,2,0.45028,0.45251,0.44105,grey
56,3,0.18118,0.1666,0.15703,black
56,4,0.2785,0.25059000000000003,0.25718,black
57,1,0.69355,0.7043,0.69611,grey
57,2,0.39925,0.39648,0.38719000000000003,grey
57,3,0.13387000000000002,0.12333,0.1179,black
57,4,0.19228,0.16894,0.17365999999999998,black
58,1,0.71375,0.73663,0.73823,grey
58,2,0.41953999999999997,0.42248,0.41994,grey
58,3,0.13134,0.1234,0.12135,black
58,4,0.18628,0.1697,0.17985,black
59,1,0.7450100000000001,0.7549600000000001,0.74716,grey
59,2,0.42123999999999995,0.41901000000000005,0.41062,grey
59,3,0.14202,0.13005,0.12499,black
59,4,0.18581,0.16498,0.172,black
60,1,0.75275,0.7759999999999999,0.7804,grey
60,2,0.43918,0.44315,0.44072,grey
60,3,0.14293,0.13485,0.13255999999999998,black
60,4,0.20306,0.18548,0.19808,black
61,1,0.83047,0.84925,0.85044,grey
61,2,0.48418,0.4969,0.49591999999999997,grey
61,3,0.1549,0.14590999999999998,0.14305,black
61,4,0.22039,0.20022,0.21413000000000001,black
62,1,0.64545,0.7090000000000001,0.7612399999999999,grey
62,2,0.4,0.42111000000000004,0.4381,grey
62,3,0.14127,0.13631,0.13588,black
62,4,0.22168000000000002,0.21361999999999998,0.222,black
63,1,0.65517,0.70517,0.74025,grey
63,2,0.40004,0.42033999999999994,0.43451000000000006,grey
63,3,0.13964000000000001,0.13462000000000002,0.13485999999999998,black
63,4,0.20995,0.19858,0.20873000000000003,black
64,1,0.63923,0.66964,0.68423,grey
64,2,0.48899,0.48623999999999995,0.48453999999999997,grey
64,3,0.12497,0.11667999999999999,0.11514,black
64,4,0.1595,0.14674,0.14993,black
65,1,0.42168,0.4122,0.4166,grey
65,2,0.405,0.37325,0.33798,grey
65,3,0.074777,0.072818,0.064398,black
65,4,0.050704,0.050312,0.042431,black
66,1,0.44966999999999996,0.46468999999999994,0.48925,grey
66,2,0.22143000000000002,0.21305,0.2159,black
66,3,0.050769999999999996,0.050999,0.044376,black
66,4,0.055012,0.055325,0.047601,black
67,1,0.68038,0.7067899999999999,0.7068800000000001,grey
67,2,0.37537,0.37799999999999995,0.38,grey
67,3,0.14849,0.13613,0.12647,black
67,4,0.23433,0.20543000000000003,0.20352,black
68,1,0.71858,0.73964,0.74197,grey
68,2,0.43462,0.43665,0.43017,grey
68,3,0.16352,0.14981,0.13766,black
68,4,0.24731,0.21466999999999997,0.21314,black
69,1,0.75478,0.76775,0.76337,grey
69,2,0.45776000000000006,0.46219,0.45558999999999994,grey
69,3,0.19855,0.18209,0.16760999999999998,black
69,4,0.30377,0.27371999999999996,0.27393,white
70,1,0.7401399999999999,0.7955399999999999,0.8472,grey
70,2,0.49972,0.5371199999999999,0.55676,grey
70,3,0.20543000000000003,0.19838,0.18975999999999998,black
70,4,0.27962,0.26514,0.28171,white
71,1,0.713,0.74963,0.7670399999999999,grey
71,2,0.43175,0.44974,0.46471,grey
71,3,0.17182,0.16391,0.15821,black
71,4,0.26052,0.24068,0.25584,black
72,1,0.69282,0.7582899999999999,0.8216600000000001,grey
72,2,0.44566999999999996,0.48681,0.5251899999999999,grey
72,3,0.19848,0.192,0.18622,black
72,4,0.28295,0.27155,0.29109,white
73,1,0.7499,0.7819699999999999,0.79038,grey
73,2,0.44127,0.46071999999999996,0.47221,grey
73,3,0.14187,0.13534000000000002,0.13299,black
73,4,0.20779,0.18989,0.20055,black
74,1,0.66691,0.70716,0.72951,grey
74,2,0.40219,0.4207,0.44419,grey
74,3,0.14586,0.13835999999999998,0.13612,black
74,4,0.225,0.20600000000000002,0.2216,black
75,1,0.67935,0.7316199999999999,0.7712600000000001,grey
75,2,0.45436000000000004,0.48691999999999996,0.50152,grey
75,3,0.23781999999999998,0.22714,0.2129,black
75,4,0.36118,0.3515,0.35909,grey
76,1,0.68055,0.7257399999999999,0.74812,grey
76,2,0.41878000000000004,0.44153000000000003,0.45502,grey
76,3,0.14715,0.14143,0.13847,black
76,4,0.19801,0.18553,0.20083,black
77,1,0.6050800000000001,0.66557,0.72602,grey
77,2,0.39698,0.41739,0.43513,grey
77,3,0.12593,0.12234,0.11978,black
77,4,0.16430999999999998,0.15612,0.16695,black
78,1,0.61711,0.6673,0.70199,grey
78,2,0.35420999999999997,0.36536,0.3755,grey
78,3,0.13437000000000002,0.12838,0.12572,black
78,4,0.22418000000000002,0.21434,0.21924000000000002,black
79,1,0.65279,0.6834100000000001,0.6896100000000001,grey
79,2,0.37767,0.3867,0.38645,grey
79,3,0.10082999999999999,0.098898,0.094722,black
79,4,0.10455999999999999,0.10345,0.10300000000000001,black
80,1,0.66982,0.68475,0.68361,grey
80,2,0.34747,0.34426999999999996,0.34675,grey
80,3,0.082849,0.082707,0.080373,black
80,4,0.10499000000000001,0.10106,0.10518,black
81,1,0.57802,0.5806600000000001,0.5726600000000001,grey
81,2,0.3533,0.33139,0.32289,grey
81,3,0.055125,0.056816,0.049697000000000005,black
81,4,0.041322000000000005,0.044818000000000004,0.037276,black
82,1,0.58443,0.54885,0.50812,grey
82,2,0.40687,0.34271,0.293,grey
82,3,0.054403,0.05269600000000001,0.042322000000000005,black
82,4,0.035861000000000004,0.038951,0.028954,black
83,1,0.65432,0.66747,0.66268,grey
83,2,0.43531000000000003,0.42398,0.40287,grey
83,3,0.09918099999999999,0.094579,0.09049600000000001,black
83,4,0.11857999999999999,0.11134000000000001,0.11252000000000001,black
84,1,0.61465,0.63859,0.64336,grey
84,2,0.38274,0.38079,0.37201,grey
84,3,0.094901,0.090347,0.084985,black
84,4,0.12819,0.11644000000000002,0.11406,black
85,1,0.70877,0.71801,0.7074,grey
85,2,0.4098,0.40796,0.4018,grey
85,3,0.11606,0.1083,0.10372,black
85,4,0.1627,0.14648,0.14597000000000002,black
86,1,0.6411899999999999,0.66571,0.6737,grey
86,2,0.39964,0.40442,0.40754,grey
86,3,0.1613,0.15032,0.14257999999999998,black
86,4,0.28902,0.26854,0.27178,white
87,1,0.63675,0.66196,0.6694899999999999,grey
87,2,0.38669000000000003,0.39116,0.39693,grey
87,3,0.11139,0.10684,0.10415,black
87,4,0.15425999999999998,0.14378,0.14985,black
88,1,0.72423,0.76162,0.7850699999999999,grey
88,2,0.42913,0.44586000000000003,0.46484,grey
88,3,0.11177000000000001,0.10880999999999999,0.10770999999999999,black
88,4,0.15081,0.14502,0.15667999999999999,black
89,1,0.66959,0.72695,0.78608,grey
89,2,0.39976,0.42888000000000004,0.47218999999999994,grey
89,3,0.17564000000000002,0.16689,0.16305,black
89,4,0.26263000000000003,0.24914,0.26464,black
90,1,0.73777,0.775,0.7964100000000001,grey
90,2,0.45513000000000003,0.48073,0.49965,grey
90,3,0.16992000000000002,0.16242,0.15922999999999998,black
90,4,0.26177,0.24747,0.26138,black
91,1,0.64508,0.72448,0.8002199999999999,grey
91,2,0.40452,0.45407,0.50647,grey
91,3,0.17073,0.16652,0.16186,black
91,4,0.19627999999999998,0.18487,0.20364000000000002,black
92,1,0.6383800000000001,0.68898,0.73248,grey
92,2,0.40353,0.43101999999999996,0.45598,grey
92,3,0.10768,0.10515,0.1031,black
92,4,0.14577,0.13757,0.14311,black
93,1,0.39949,0.40683,0.41573000000000004,grey
93,2,0.39655,0.4084,0.41158999999999996,grey
93,3,0.078644,0.0783,0.074027,black
93,4,0.097202,0.095605,0.09451,black
94,1,0.62929,0.65372,0.6675800000000001,grey
94,2,0.37945,0.3856,0.39738,grey
94,3,0.082183,0.082549,0.079612,black
94,4,0.10751,0.10407999999999999,0.1059,black
95,1,0.60902,0.65485,0.69657,grey
95,2,0.37488,0.39116,0.41297,grey
95,3,0.13292,0.12844,0.1282,black
95,4,0.21472,0.20649,0.21226,black
96,1,0.53417,0.55781,0.5906100000000001,grey
96,2,0.42516000000000004,0.42415,0.43918999999999997,grey
96,3,0.088923,0.087129,0.08475099999999999,black
96,4,0.10482999999999999,0.10195,0.10257999999999999,black
97,1,0.36180999999999996,0.36828,0.41977,grey
97,2,0.38703000000000004,0.36875,0.36641999999999997,grey
97,3,0.081595,0.080088,0.074451,black
97,4,0.058763,0.058044000000000005,0.054379,black
98,1,0.54193,0.58558,0.63543,grey
98,2,0.344,0.34386,0.35054,grey
98,3,0.051975,0.056149,0.051102,black
98,4,0.046176999999999996,0.051861000000000004,0.047227,black
99,1,0.68143,0.6977300000000001,0.6871,grey
99,2,0.41151000000000004,0.41242,0.40455,grey
99,3,0.14049,0.12904000000000002,0.12487999999999999,black
99,4,0.1637,0.14321,0.14405,black
100,1,0.73046,0.7422,0.7337100000000001,grey
100,2,0.43812,0.44038999999999995,0.42891,grey
100,3,0.17328,0.15833,0.1472,black
100,4,0.22649,0.20718000000000003,0.21083000000000002,black
101,1,0.75088,0.76107,0.75158,grey
101,2,0.41611000000000004,0.41747,0.4099,grey
101,3,0.14448,0.13375,0.12667,black
101,4,0.1995,0.18241,0.18847,black
102,1,0.73857,0.74832,0.7401,grey
102,2,0.46718999999999994,0.46826,0.45364,grey
102,3,0.13125,0.1222,0.11702,black
102,4,0.16794,0.15227000000000002,0.15834,black
103,1,0.7581899999999999,0.76581,0.75738,grey
103,2,0.48875,0.49095,0.47698999999999997,grey
103,3,0.14619000000000001,0.13594,0.13196,black
103,4,0.17193,0.158,0.16488,black
104,1,0.7269399999999999,0.7360899999999999,0.72564,grey
104,2,0.42068,0.4194,0.41068999999999994,grey
104,3,0.13045,0.12128,0.1165,black
104,4,0.16267,0.14742,0.15225999999999998,black
105,1,0.8421299999999999,0.85605,0.8528399999999999,grey
105,2,0.5063,0.52403,0.51342,grey
105,3,0.18069000000000002,0.16905,0.16080999999999998,black
105,4,0.24093,0.22428,0.23701999999999998,black
106,1,0.6788,0.71191,0.7205,grey
106,2,0.43609,0.446,0.44969,grey
106,3,0.14153,0.13388,0.13155,black
106,4,0.20468,0.18997999999999998,0.20185999999999998,black
107,1,0.7563,0.76566,0.75745,grey
107,2,0.49132,0.49263,0.48193,grey
107,3,0.16325,0.14948,0.14265,black
107,4,0.25227,0.22446,0.23248000000000002,black
108,1,0.69793,0.7288100000000001,0.73546,grey
108,2,0.43987,0.45155,0.45661,grey
108,3,0.13049000000000002,0.12347999999999999,0.12195999999999999,black
108,4,0.20654,0.19100999999999999,0.20481,black
109,1,0.73969,0.75843,0.76222,grey
109,2,0.42327,0.4312,0.43338000000000004,grey
109,3,0.10565999999999999,0.10181,0.099721,black
109,4,0.14577,0.13805,0.14371,black
110,1,0.62308,0.6449600000000001,0.65084,grey
110,2,0.39686,0.39765,0.39521999999999996,grey
110,3,0.10569,0.10103,0.099353,black
110,4,0.15312,0.14373,0.15162,black
111,1,0.68955,0.72188,0.73005,grey
111,2,0.39634,0.41418,0.42591999999999997,grey
111,3,0.073086,0.074657,0.071359,black
111,4,0.09089900000000001,0.090928,0.090161,black
112,1,0.55578,0.58841,0.61928,grey
112,2,0.45433,0.45748,0.46743999999999997,grey
112,3,0.10511,0.10223,0.10017999999999999,black
112,4,0.14578,0.13924,0.14245,black
113,1,0.34317,0.33334,0.34365999999999997,white
113,2,0.41815,0.39345,0.36593000000000003,grey
113,3,0.089443,0.086923,0.079042,black
113,4,0.057672,0.057413,0.048402999999999995,black
114,1,0.37421,0.37979,0.41279,grey
114,2,0.33166999999999996,0.28615,0.25587,grey
114,3,0.04119,0.042102,0.033795,black
114,4,0.033460000000000004,0.039004000000000004,0.031563,black
115,1,0.70525,0.72705,0.7238399999999999,grey
115,2,0.34641,0.34376,0.34309,grey
115,3,0.11051,0.10302,0.096752,black
115,4,0.17952,0.15566,0.15320999999999999,black
116,1,0.72663,0.73929,0.73042,grey
116,2,0.39084,0.3897,0.3859,grey
116,3,0.12976,0.1206,0.11483,black
116,4,0.20417000000000002,0.18169000000000002,0.18795,black
117,1,0.72183,0.73363,0.72535,grey
117,2,0.41733000000000003,0.41589,0.41257,grey
117,3,0.16360999999999998,0.14933,0.13775,black
117,4,0.26305,0.2319,0.23101,black
118,1,0.73707,0.74749,0.73815,grey
118,2,0.43185,0.43306999999999995,0.4271,grey
118,3,0.13776,0.12637,0.11961,black
118,4,0.21979,0.19287,0.19577,black
119,1,0.7379,0.75907,0.7590899999999999,grey
119,2,0.41166,0.41748,0.42038000000000003,grey
119,3,0.13569,0.12736,0.12299000000000002,black
119,4,0.21523,0.19225,0.20253,black
120,1,0.81798,0.86114,0.89245,grey
120,2,0.5121,0.5513,0.57643,grey
120,3,0.1859,0.17929,0.17603,black
120,4,0.27602,0.26571999999999996,0.2858,black
121,1,0.6545300000000001,0.77685,0.9036799999999999,grey
121,2,0.44066000000000005,0.53669,0.6360600000000001,grey
121,3,0.26114,0.25974,0.25389,black
121,4,0.40023000000000003,0.40496,0.42906000000000005,grey
122,1,0.53377,0.68585,0.8738799999999999,blue
122,2,0.44004,0.5494100000000001,0.65801,grey
122,3,0.29884,0.30078,0.28734,white
122,4,0.44526000000000004,0.45971000000000006,0.4871,grey
123,1,0.57896,0.73051,0.90595,grey
123,2,0.44381000000000004,0.53509,0.62456,grey
123,3,0.27871999999999997,0.27936,0.26766,white
123,4,0.41512,0.42516000000000004,0.44861,grey
124,1,0.5319699999999999,0.6038,0.70922,grey
124,2,0.37482,0.39979000000000003,0.42973999999999996,grey
124,3,0.16314,0.15703,0.15382,black
124,4,0.26426,0.25865,0.27021999999999996,black
125,1,0.80937,0.8325600000000001,0.8373799999999999,grey
125,2,0.46203,0.47981999999999997,0.47968999999999995,grey
125,3,0.15504,0.14807,0.14462,black
125,4,0.23639000000000002,0.22660999999999998,0.23970999999999998,black
126,1,0.71062,0.7325,0.73888,grey
126,2,0.37088000000000004,0.37669,0.38059,grey
126,3,0.14536,0.13795,0.13366,black
126,4,0.2411,0.22985,0.23974,black
127,1,0.69702,0.70819,0.69686,grey
127,2,0.37383,0.36946999999999997,0.36479,grey
127,3,0.13119,0.12097999999999999,0.11406,black
127,4,0.20644,0.18087,0.18405,black
128,1,0.68286,0.69305,0.68321,grey
128,2,0.41481999999999997,0.4118,0.40060999999999997,grey
128,3,0.10694000000000001,0.10026,0.09593099999999999,black
128,4,0.15225,0.1363,0.13896,black
129,1,0.60142,0.6530199999999999,0.68489,grey
129,2,0.34604,0.35294000000000003,0.36926,grey
129,3,0.13643,0.12736,0.12103,black
129,4,0.22979000000000002,0.20548000000000002,0.20701,black
130,1,0.48181999999999997,0.49473,0.49906000000000006,grey
130,2,0.32051999999999997,0.30883,0.30476,white
130,3,0.046264,0.046909,0.040755,black
130,4,0.053183,0.053985000000000005,0.04614,black
131,1,0.6744399999999999,0.68709,0.6771199999999999,grey
131,2,0.40723000000000004,0.40515999999999996,0.39907,grey
131,3,0.11375,0.10609,0.099909,black
131,4,0.15972,0.13995,0.1418,black
132,1,0.66895,0.67786,0.66678,grey
132,2,0.41483000000000003,0.4135,0.40302,grey
132,3,0.11349000000000001,0.10554000000000001,0.10081,black
132,4,0.15229,0.13969,0.14028,black
133,1,0.7016600000000001,0.71308,0.7049300000000001,grey
133,2,0.39236,0.3912,0.38419000000000003,grey
133,3,0.14393,0.13187000000000001,0.12412999999999999,black
133,4,0.19738,0.1812,0.18589,black
134,1,0.74315,0.75093,0.742,grey
134,2,0.39766999999999997,0.39648,0.38903000000000004,grey
134,3,0.11882000000000001,0.11141,0.10555999999999999,black
134,4,0.15872999999999998,0.14518,0.14659,black
135,1,0.74064,0.75048,0.74185,grey
135,2,0.43733,0.4388,0.42868999999999996,grey
135,3,0.15313,0.14132999999999998,0.13647,black
135,4,0.19909000000000002,0.18342999999999998,0.19084,black
136,1,0.77515,0.8011,0.8111,grey
136,2,0.44666999999999996,0.4635,0.46945,grey
136,3,0.14935,0.14213,0.13994,black
136,4,0.20379,0.19482,0.20913,black
137,1,0.78886,0.8193600000000001,0.83231,grey
137,2,0.51746,0.54586,0.5464899999999999,grey
137,3,0.20804,0.19975,0.19391,black
137,4,0.27889,0.26787,0.29454,black
138,1,0.7180300000000001,0.74874,0.76299,grey
138,2,0.39923000000000003,0.41252,0.42912,grey
138,3,0.089188,0.089196,0.086896,black
138,4,0.10802,0.10338,0.10500999999999999,black
139,1,0.7399,0.7783,0.7994,grey
139,2,0.44183,0.46553999999999995,0.48084,grey
139,3,0.13132,0.1277,0.124,black
139,4,0.17031,0.15846,0.17040999999999998,black
140,1,0.67383,0.7187600000000001,0.74958,grey
140,2,0.37944,0.39576,0.41121,grey
140,3,0.15567,0.15054,0.14595999999999998,black
140,4,0.24916999999999997,0.242,0.25592,black
141,1,0.68763,0.73046,0.75664,grey
141,2,0.39274000000000003,0.40917,0.4177,grey
141,3,0.1493,0.14312,0.13834000000000002,black
141,4,0.24315,0.23644,0.2387,black
142,1,0.62378,0.6704899999999999,0.71282,grey
142,2,0.39791,0.4157,0.4234,grey
142,3,0.14257999999999998,0.13818,0.13738,black
142,4,0.22968000000000002,0.22324000000000002,0.22988000000000003,black
143,1,0.5986199999999999,0.63254,0.65837,grey
143,2,0.42373999999999995,0.42941999999999997,0.43338999999999994,grey
143,3,0.089284,0.08907000000000001,0.086315,black
143,4,0.088675,0.088649,0.088296,black
144,1,0.35912,0.36121,0.38315,grey
